run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,arrival_departure,scheduled_charter,number_flights_matched,actual_flights_unmatched,early_to_15_mins_late_percent,flts_16_to_30_mins_late_percent,flts_31_to_60_mins_late_percent,flts_61_to_180_mins_late_percent,flts_181_to_360_mins_late_percent,more_than_360_mins_late_percent,average_delay_mins,planned_flights_unmatched,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
28/03/2014 16:41,201312,BIRMINGHAM,ARMENIA,YEREVAN,ARMAVIA AVIACOMPANY LLC,A,S,0,0,0,0,0,0,0,0,0,0,6,66.66666667,42.5
28/03/2014 16:41,201312,BIRMINGHAM,ARMENIA,YEREVAN,ARMAVIA AVIACOMPANY LLC,D,S,0,0,0,0,0,0,0,0,0,0,6,50,39.5
28/03/2014 16:41,201312,BIRMINGHAM,AUSTRIA,INNSBRUCK,AUSTRIAN AIRLINES,A,C,0,0,0,0,0,0,0,0,0,0,15,73.33333333,24.33333333
28/03/2014 16:41,201312,BIRMINGHAM,AUSTRIA,INNSBRUCK,AUSTRIAN AIRLINES,D,C,0,0,0,0,0,0,0,0,0,0,14,50,28.92857143
28/03/2014 16:41,201312,BIRMINGHAM,AUSTRIA,INNSBRUCK,FLYBE LTD,A,C,27,0,92.59259259,0,3.703703704,0,0,3.703703704,54.44444444,0,18,100,0.277777778
28/03/2014 16:41,201312,BIRMINGHAM,AUSTRIA,INNSBRUCK,FLYBE LTD,D,C,28,0,89.28571429,3.571428571,0,7.142857143,0,0,11.28571429,0,18,77.77777778,9.277777778
28/03/2014 16:41,201312,BIRMINGHAM,AUSTRIA,INNSBRUCK,THOMSON AIRWAYS LTD,A,C,15,0,66.66666667,13.33333333,6.666666667,6.666666667,6.666666667,0,28.53333333,0,14,50,27.35714286
28/03/2014 16:41,201312,BIRMINGHAM,AUSTRIA,INNSBRUCK,THOMSON AIRWAYS LTD,D,C,15,0,80,0,6.666666667,6.666666667,6.666666667,0,24.06666667,0,14,57.14285714,20.5
28/03/2014 16:41,201312,BIRMINGHAM,AUSTRIA,INNSBRUCK,TYROLEAN AIRWAYS,A,C,16,0,81.25,12.5,0,0,6.25,0,17.8125,0,2,50,761
28/03/2014 16:41,201312,BIRMINGHAM,AUSTRIA,INNSBRUCK,TYROLEAN AIRWAYS,D,C,16,0,68.75,6.25,18.75,0,6.25,0,25.75,0,3,33.33333333,822
28/03/2014 16:41,201312,BIRMINGHAM,AUSTRIA,LINZ,FLYBE LTD,A,S,0,0,0,0,0,0,0,0,0,0,1,0,22
28/03/2014 16:41,201312,BIRMINGHAM,AUSTRIA,LINZ,FLYBE LTD,D,S,0,0,0,0,0,0,0,0,0,0,1,100,0
28/03/2014 16:41,201312,BIRMINGHAM,AUSTRIA,SALZBURG,FLYBE LTD,A,C,59,1,86.44067797,3.389830508,6.779661017,3.389830508,0,0,8.457627119,0,40,87.5,6
28/03/2014 16:41,201312,BIRMINGHAM,AUSTRIA,SALZBURG,FLYBE LTD,D,C,60,0,70,16.66666667,6.666666667,6.666666667,0,0,14.53333333,0,43,55.81395349,21.44186047
28/03/2014 16:41,201312,BIRMINGHAM,AUSTRIA,SALZBURG,THOMSON AIRWAYS LTD,A,C,13,0,92.30769231,7.692307692,0,0,0,0,2.384615385,0,11,63.63636364,40.90909091
28/03/2014 16:41,201312,BIRMINGHAM,AUSTRIA,SALZBURG,THOMSON AIRWAYS LTD,D,C,13,0,92.30769231,0,0,7.692307692,0,0,11,0,13,76.92307692,26.92307692
28/03/2014 16:41,201312,BIRMINGHAM,AUSTRIA,VIENNA,AUSTRIAN AIRLINES,A,C,0,0,0,0,0,0,0,0,0,0,1,0,22
28/03/2014 16:41,201312,BIRMINGHAM,AUSTRIA,VIENNA,WDL FLUGDIENST,A,C,0,0,0,0,0,0,0,0,0,0,1,100,5
28/03/2014 16:41,201312,BIRMINGHAM,BARBADOS,BRIDGETOWN,THOMSON AIRWAYS LTD,A,C,44,0,65.90909091,9.090909091,13.63636364,9.090909091,2.272727273,0,25.15909091,0,38,44.73684211,28.81578947
28/03/2014 16:41,201312,BIRMINGHAM,BARBADOS,BRIDGETOWN,THOMSON AIRWAYS LTD,D,C,44,0,56.81818182,13.63636364,9.090909091,18.18181818,2.272727273,0,33.18181818,0,37,83.78378378,23.54054054
28/03/2014 16:41,201312,BIRMINGHAM,BELGIUM,ANTWERP,AIR FRANCE,A,S,0,1,0,0,0,0,0,0,0,1,0,0,0
28/03/2014 16:41,201312,BIRMINGHAM,BELGIUM,ANTWERP,CELLO AVIATION LTD,A,C,0,1,0,0,0,0,0,0,0,0,0,0,0
28/03/2014 16:41,201312,BIRMINGHAM,BELGIUM,BRUSSELS,BMI REGIONAL,A,S,0,1,0,0,0,0,0,0,0,0,0,0,0
28/03/2014 16:41,201312,BIRMINGHAM,BELGIUM,BRUSSELS,BMIBABY LTD,A,S,0,1,0,0,0,0,0,0,0,0,0,0,0
28/03/2014 16:41,201312,BIRMINGHAM,BELGIUM,BRUSSELS,BRUSSELS AIRLINES,A,S,1265,0,84.98023715,8.221343874,4.268774704,2.450592885,7.91E-02,0,7.560474308,5,1258,89.10969793,5.83227345
28/03/2014 16:41,201312,BIRMINGHAM,BELGIUM,BRUSSELS,BRUSSELS AIRLINES,D,S,1265,2,83.16205534,7.90513834,6.245059289,2.450592885,0.23715415,0,8.576284585,4,1257,86.31662689,7.420047733
28/03/2014 16:41,201312,BIRMINGHAM,BELGIUM,BRUSSELS,FLYBE LTD,D,C,0,0,0,0,0,0,0,0,0,0,1,0,39
28/03/2014 16:41,201312,BIRMINGHAM,BELGIUM,BRUSSELS,WDL FLUGDIENST,D,C,0,0,0,0,0,0,0,0,0,0,1,100,0
28/03/2014 16:41,201312,BIRMINGHAM,BULGARIA,BURGAS,BH AIR,A,C,27,0,62.96296296,29.62962963,3.703703704,3.703703704,0,0,14.2962963,0,25,52,17.96
28/03/2014 16:41,201312,BIRMINGHAM,BULGARIA,BURGAS,BH AIR,D,C,26,0,73.07692308,19.23076923,3.846153846,3.846153846,0,0,12.30769231,0,26,57.69230769,28.76923077
28/03/2014 16:41,201312,BIRMINGHAM,BULGARIA,BURGAS,THOMAS COOK AIRLINES LTD,A,C,18,0,94.44444444,0,0,5.555555556,0,0,4.888888889,0,18,77.77777778,15.33333333
28/03/2014 16:41,201312,BIRMINGHAM,BULGARIA,BURGAS,THOMAS COOK AIRLINES LTD,D,C,19,0,94.73684211,0,5.263157895,0,0,0,3.157894737,0,19,73.68421053,17.94736842
