run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,arrival_departure,scheduled_charter,number_flights_matched,actual_flights_unmatched,early_to_15_mins_late_percent,flts_16_to_30_mins_late_percent,flts_31_to_60_mins_late_percent,flts_61_to_180_mins_late_percent,flts_181_to_360_mins_late_percent,more_than_360_mins_late_percent,average_delay_mins,planned_flights_unmatched,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
02-Mar-2006 11:28,200512,BIRMINGHAM,ARMENIA,YEREVAN,SLOVAK AL(SLOVENSKE AEROLINIE),D,C, 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
02-Mar-2006 11:28,200512,BIRMINGHAM,AUSTRIA,INNSBRUCK,AUSTRIAN AIRLINES,A,C, 14 , 0 , 92.8571428571429 , 7.14285714285714 , 0 , 0 , 0 , 0 , 1.64285714285714 , 0 , 17 , 88.2352941176471 , 20.2352941176471 
02-Mar-2006 11:28,200512,BIRMINGHAM,AUSTRIA,INNSBRUCK,AUSTRIAN AIRLINES,D,C, 15 , 0 , 73.3333333333333 , 20 , 6.66666666666667 , 0 , 0 , 0 , 8.8 , 0 , 17 , 64.7058823529412 , 20.9411764705882 
02-Mar-2006 11:28,200512,BIRMINGHAM,AUSTRIA,INNSBRUCK,AUSTRIAN ARROWS,A,C, 3 , 0 , 100 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
02-Mar-2006 11:28,200512,BIRMINGHAM,AUSTRIA,INNSBRUCK,AUSTRIAN ARROWS,D,C, 2 , 0 , 100 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 
02-Mar-2006 11:28,200512,BIRMINGHAM,AUSTRIA,INNSBRUCK,BA CONNECT LTD,A,C, 12 , 0 , 91.6666666666667 , 8.33333333333333 , 0 , 0 , 0 , 0 , 2.91666666666667 , 0 , 1 , 100 , 5 
02-Mar-2006 11:28,200512,BIRMINGHAM,AUSTRIA,INNSBRUCK,BA CONNECT LTD,D,C, 13 , 1 , 84.6153846153846 , 7.69230769230769 , 7.69230769230769 , 0 , 0 , 0 , 5.76923076923077 , 0 , 2 , 100 , 0 
02-Mar-2006 11:28,200512,BIRMINGHAM,AUSTRIA,INNSBRUCK,FIRST CHOICE AIRWAYS LTD,A,C, 14 , 0 , 64.2857142857143 , 7.14285714285714 , 21.4285714285714 , 7.14285714285714 , 0 , 0 , 19.4285714285714 , 0 , 15 , 66.6666666666667 , 15.6666666666667 
02-Mar-2006 11:28,200512,BIRMINGHAM,AUSTRIA,INNSBRUCK,FIRST CHOICE AIRWAYS LTD,D,C, 14 , 0 , 57.1428571428571 , 7.14285714285714 , 35.7142857142857 , 0 , 0 , 0 , 22.7142857142857 , 0 , 15 , 46.6666666666667 , 33.4666666666667 
02-Mar-2006 11:28,200512,BIRMINGHAM,AUSTRIA,INNSBRUCK,FLYBE LTD,A,C, 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
